brand,model,year,fuel,price
BIMOTA,TESI 3D  40º Aniversario (modelo actual),2016,2,8399
BIMOTA,BB3   (modelo actual),2017,2,7273
BIMOTA,DB8   (modelo actual),2017,2,6244
BIMOTA,DB8  Oronero (modelo actual),2017,2,4374
BIMOTA,DB9 Brivido   (modelo actual),2017,2,5426
BIMOTA,DBx  1100 (modelo actual),2017,2,5769
BIMOTA,TESI 3D   (modelo actual),2017,2,2504
BIMOTA,TESI 3D  40º Aniversario (modelo actual),2017,2,4777
BIMOTA,BB3   (modelo actual),2018,2,4565
BIMOTA,DB8   (modelo actual),2018,2,2145
BIMOTA,DB8  Oronero (modelo actual),2018,2,4826
BIMOTA,DB9 Brivido   (modelo actual),2018,2,8220
BIMOTA,DBx  1100 (modelo actual),2018,2,7559
BIMOTA,TESI 3D   (modelo actual),2018,2,4969
BIMOTA,TESI 3D  40º Aniversario (modelo actual),2018,2,8773
BIMOTA,BB3   (modelo actual),2019,2,10185
BIMOTA,DB8   (modelo actual),2019,2,2431
BIMOTA,DB8  Oronero (modelo actual),2019,2,8246
BIMOTA,DB9 Brivido   (modelo actual),2019,2,5146
BIMOTA,DBx  1100 (modelo actual),2019,2,9785
BIMOTA,TESI 3D   (modelo actual),2019,2,2629
BIMOTA,TESI 3D  40º Aniversario (modelo actual),2019,2,7117
BIMOTA,BB3   (modelo actual),2020,2,10784
BIMOTA,DB8   (modelo actual),2020,2,8913
BIMOTA,DB8  Oronero (modelo actual),2020,2,4041
BIMOTA,DB9 Brivido   (modelo actual),2020,2,3637
BIMOTA,DBx  1100 (modelo actual),2020,2,7315
BIMOTA,TESI 3D   (modelo actual),2020,2,8580
BIMOTA,TESI 3D  40º Aniversario (modelo actual),2020,2,8203
BIMOTA,BB3   (modelo actual),2021,2,6689
BIMOTA,DB8   (modelo actual),2021,2,10470
BIMOTA,DB8  Oronero (modelo actual),2021,2,7315
BIMOTA,DB9 Brivido   (modelo actual),2021,2,7250
BIMOTA,DBx  1100 (modelo actual),2021,2,9545
BIMOTA,TESI 3D   (modelo actual),2021,2,2823
BIMOTA,TESI 3D  40º Aniversario (modelo actual),2021,2,6148
BULTACO,Matador Mk 3 250   (1970-1971),1970,2,9368
BULTACO,Alpina 250   (1971-1974),1971,2,5296
BULTACO,Matador Mk 3 250   (1970-1971),1971,2,6248
BULTACO,Matador Mk 4 SD 250   (1971-1973),1971,2,1814
BULTACO,Alpina 250   (1971-1974),1972,2,6978
BULTACO,Matador Mk 4 SD 250   (1971-1973),1972,2,5504
BULTACO,Alpina 125   (1973-1974),1973,2,6524
BULTACO,Alpina 175   (1973-1974),1973,2,7374
BULTACO,Alpina 250   (1971-1974),1973,2,5726
BULTACO,Alpina 350   (1973-1974),1973,2,6076
BULTACO,Matador Mk 4 SD 250   (1971-1973),1973,2,5497
BULTACO,Matador Mk 5 SD   (1973-1975),1973,2,2372
BULTACO,Alpina 125   (1973-1974),1974,2,7136
BULTACO,Alpina 175   (1973-1974),1974,2,1982
BULTACO,Alpina 250   (1971-1974),1974,2,9222
BULTACO,Alpina 350   (1973-1974),1974,2,5195
BULTACO,Matador Mk 5 SD   (1973-1975),1974,2,4672
BULTACO,Metralla 250 GTS   (1974-1987),1974,2,1671
BULTACO,Matador Mk 5 SD   (1973-1975),1975,2,1698
BULTACO,Matador Mk 9 350   (1975-1978),1975,2,2281
BULTACO,Metralla 250 GTS   (1974-1987),1975,2,6795
BULTACO,Sherpa T 350   (1975-1982),1975,2,3357
BULTACO,Matador Mk 9 350   (1975-1978),1976,2,2940
BULTACO,Metralla 250 GTS   (1974-1987),1976,2,2316
BULTACO,Sherpa T 350   (1975-1982),1976,2,5088
BULTACO,Matador Mk 10 350   (1977-1979),1977,2,7861
BULTACO,Matador Mk 9 350   (1975-1978),1977,2,3310
BULTACO,Metralla 250 GTS   (1974-1987),1977,2,7355
BULTACO,Sherpa T 350   (1975-1982),1977,2,5868
BULTACO,Matador Mk 10 350   (1977-1979),1978,2,4268
BULTACO,Matador Mk 9 350   (1975-1978),1978,2,10206
BULTACO,Metralla 250 GTS   (1974-1987),1978,2,10107
BULTACO,Sherpa T 350   (1975-1982),1978,2,6066
BULTACO,Matador Mk 10 350   (1977-1979),1979,2,2577
BULTACO,Metralla 250 GTS   (1974-1987),1979,2,9407
BULTACO,Sherpa T 350   (1975-1982),1979,2,7377
BULTACO,Metralla 250 GTS   (1974-1987),1980,2,5607
BULTACO,Sherpa T 350   (1975-1982),1980,2,6429
BULTACO,Metralla 250 GTS   (1974-1987),1981,2,1652
BULTACO,Sherpa T 350   (1975-1982),1981,2,9688
BULTACO,Metralla 250 GTS   (1974-1987),1982,2,4226
BULTACO,Sherpa T 350   (1975-1982),1982,2,6807
BULTACO,Metralla 250 GTS   (1974-1987),1983,2,3458
BULTACO,Metralla 250 GTS   (1974-1987),1984,2,9335
BULTACO,Metralla 250 GTS   (1974-1987),1985,2,4526
BULTACO,Metralla 250 GTS   (1974-1987),1986,2,4875
BULTACO,Metralla 250 GTS   (1974-1987),1987,2,7374
BULTACO,Frontera MK11 370   (1989),1989,2,6183
BULTACO,Lobito 50   (1999-2001),1999,2,10243
BULTACO,Sherco 250   (1999-2001),1999,2,7791
BULTACO,Lobito 50   (1999-2001),2000,2,1884
BULTACO,Sherco 250   (1999-2001),2000,2,5752
BULTACO,Astro 50   (2001-2004),2001,2,6497
BULTACO,Lobito 50   (1999-2001),2001,2,10367
BULTACO,Sherco 250   (1999-2001),2001,2,1748
BULTACO,Astro 50   (2001-2004),2002,2,3460
BULTACO,Astro 50   (2001-2004),2003,2,6759
BULTACO,Astro 50   (2001-2004),2004,2,8919
BULTACO,Brinco   (2015),2015,3,5246
BULTACO,Rapitán   (2015),2015,3,10067
BULTACO,Rapitán Sport   (2015),2015,3,7646
BULTACO,Brinco R   (modelo actual),2016,3,1813
BULTACO,Brinco RE   (modelo actual),2016,3,4925
BULTACO,Brinco S   (modelo actual),2016,3,8622
BULTACO,Bultaco C   (modelo actual),2016,3,8491
BULTACO,Brinco R   (modelo actual),2017,3,9824
BULTACO,Brinco RE   (modelo actual),2017,3,3025
BULTACO,Brinco S   (modelo actual),2017,3,9738
BULTACO,Bultaco C   (modelo actual),2017,3,2408
BULTACO,Albero  2.5 (modelo actual),2018,3,8520
BULTACO,Albero  4.5 (modelo actual),2018,3,9820
BULTACO,Brinco R   (modelo actual),2018,3,7793
BULTACO,Brinco RE   (modelo actual),2018,3,2001
BULTACO,Brinco S   (modelo actual),2018,3,7915
BULTACO,Bultaco C   (modelo actual),2018,3,9000
BULTACO,Albero  2.5 (modelo actual),2019,3,6386
BULTACO,Albero  4.5 (modelo actual),2019,3,9103
BULTACO,Brinco R   (modelo actual),2019,3,5438
BULTACO,Brinco RE   (modelo actual),2019,3,3269
BULTACO,Brinco S   (modelo actual),2019,3,6681
BULTACO,Bultaco C   (modelo actual),2019,3,9829
BULTACO,Albero  2.5 (modelo actual),2020,3,9886
BULTACO,Albero  4.5 (modelo actual),2020,3,4184
BULTACO,Brinco R   (modelo actual),2020,3,5468
BULTACO,Brinco RE   (modelo actual),2020,3,9186
BULTACO,Brinco S   (modelo actual),2020,3,7755
BULTACO,Bultaco C   (modelo actual),2020,3,5466
BULTACO,Albero  2.5 (modelo actual),2021,3,7639
BULTACO,Albero  4.5 (modelo actual),2021,3,7925
BULTACO,Brinco R   (modelo actual),2021,3,4718
BULTACO,Brinco RE   (modelo actual),2021,3,8681
BULTACO,Brinco S   (modelo actual),2021,3,6582
BULTACO,Bultaco C   (modelo actual),2021,3,6427
CAGIVA,Elefant 125   (1987),1987,2,4752
CAGIVA,Ala Rossa 350   (1988),1988,2,4492
CAGIVA,Aleta Oro 125   (1988),1988,2,6862
CAGIVA,Freccia 125   (1988-1992),1988,2,7168
CAGIVA,Freccia C 10   (1988),1988,2,1688
CAGIVA,T4 350 E   (1988),1988,2,10104
CAGIVA,Blues 125   (1989-1992),1989,2,7650
CAGIVA,Cuiser 125   (1989),1989,2,2695
CAGIVA,Freccia 125   (1988-1992),1989,2,7722
CAGIVA,Freccia C 12 R   (1989-1992),1989,2,7562
CAGIVA,T4 500   (1989),1989,2,9534
CAGIVA,Blues 125   (1989-1992),1990,2,9067
CAGIVA,Cocis 74   (1990-1991),1990,2,8103
CAGIVA,Freccia 125   (1988-1992),1990,2,6458
CAGIVA,Freccia C 12 R   (1989-1992),1990,2,9313
CAGIVA,K7 125   (1990),1990,2,9160
CAGIVA,Mito Seven Speed   (1990),1990,2,4581
CAGIVA,River 500   (1990),1990,2,8600
CAGIVA,T4 350   (1990),1990,2,9673
CAGIVA,Blues 125   (1989-1992),1991,2,4687
CAGIVA,Cocis 74   (1990-1991),1991,2,9694
CAGIVA,Freccia 125   (1988-1992),1991,2,9003
CAGIVA,Freccia C 12   (1991),1991,2,8974
CAGIVA,Freccia C 12 R   (1989-1992),1991,2,2289
CAGIVA,Lucky Strike 125   (1991),1991,2,9363
CAGIVA,Blues 125   (1989-1992),1992,2,2957
CAGIVA,Freccia 125   (1988-1992),1992,2,7537
CAGIVA,Freccia C 12 R   (1989-1992),1992,2,3765
CAGIVA,Elefant 900   (1993-1996),1993,2,4529
CAGIVA,Mito 125   (1993-1996),1993,2,6226
CAGIVA,Mito 75   (1993),1993,2,6984
CAGIVA,W8 125   (1993),1993,2,9229
CAGIVA,Elefant 900   (1993-1996),1994,2,5840
CAGIVA,Mito 125   (1993-1996),1994,2,10409
CAGIVA,Elefant 900   (1993-1996),1995,2,3844
CAGIVA,Mito 125   (1993-1996),1995,2,8494
CAGIVA,Elefant 900   (1993-1996),1996,2,4745
CAGIVA,Mito 125   (1993-1996),1996,2,5497
CAGIVA,Canyon 600   (1997-2002),1997,2,6044
CAGIVA,Elefant 750   (1997-2002),1997,2,3800
CAGIVA,Elefant 900 C   (1997-2002),1997,2,6837
CAGIVA,Mito 125 Evoluzione   (1997-2007),1997,2,5099
CAGIVA,River 600   (1997-2003),1997,2,10680
CAGIVA,Roadster 125   (1997-2003),1997,2,6984
CAGIVA,W12 350   (1997-2003),1997,2,1522
CAGIVA,W16 600   (1997-2003),1997,2,2449
CAGIVA,W8 125   (1997-2003),1997,2,1914
CAGIVA,Canyon 600   (1997-2002),1998,2,7184
CAGIVA,Elefant 750   (1997-2002),1998,2,3003
CAGIVA,Elefant 900 C   (1997-2002),1998,2,9268
CAGIVA,Mito 125 Evoluzione   (1997-2007),1998,2,7299
CAGIVA,River 600   (1997-2003),1998,2,8519
CAGIVA,Roadster 125   (1997-2003),1998,2,6903
CAGIVA,W12 350   (1997-2003),1998,2,10416
CAGIVA,W16 600   (1997-2003),1998,2,10575
CAGIVA,W8 125   (1997-2003),1998,2,9075
CAGIVA,Canyon 500   (1999-2008),1999,2,4911
CAGIVA,Canyon 600   (1997-2002),1999,2,9001
CAGIVA,Cucciolo 125   (1999-2006),1999,2,5621
CAGIVA,Cucciolo 50   (1999-2006),1999,2,9350
CAGIVA,Elefant 750   (1997-2002),1999,2,4395
CAGIVA,Elefant 900 C   (1997-2002),1999,2,2053
CAGIVA,Gran Canyon 900   (1999-2002),1999,2,6970
CAGIVA,Mito 125 Evoluzione   (1997-2007),1999,2,10022
CAGIVA,Mito 50   (1999-2003),1999,2,8756
CAGIVA,Planet 125   (1999-2005),1999,2,8209
CAGIVA,River 500   (1999-2003),1999,2,6025
CAGIVA,River 600   (1997-2003),1999,2,10451
CAGIVA,Roadster 125   (1997-2003),1999,2,3697
CAGIVA,W12 350   (1997-2003),1999,2,7428
CAGIVA,W16 600   (1997-2003),1999,2,4478
CAGIVA,W8 125   (1997-2003),1999,2,2490
CAGIVA,Canyon 500   (1999-2008),2000,2,1717
CAGIVA,Canyon 600   (1997-2002),2000,2,10317
CAGIVA,Cucciolo 125   (1999-2006),2000,2,6111
CAGIVA,Cucciolo 50   (1999-2006),2000,2,9415
CAGIVA,Elefant 750   (1997-2002),2000,2,6925
CAGIVA,Elefant 900 C   (1997-2002),2000,2,5486
CAGIVA,EVOLUZIONE 125   (2000-2006),2000,2,4727
CAGIVA,Gran Canyon 900   (1999-2002),2000,2,4199
CAGIVA,Mito 125 Evoluzione   (1997-2007),2000,2,4201
CAGIVA,Mito 50   (1999-2003),2000,2,9977
CAGIVA,Navigator 1000   (2000-2009),2000,2,5372
CAGIVA,Planet 125   (1999-2005),2000,2,7915
CAGIVA,Raptor 1000   (2000-2006),2000,2,7866
CAGIVA,River 500   (1999-2003),2000,2,4293
CAGIVA,River 600   (1997-2003),2000,2,8831
CAGIVA,Roadster 125   (1997-2003),2000,2,2707
CAGIVA,Vraptor 1000   (2000),2000,2,2698
CAGIVA,Vraptor 1000   (2000-2006),2000,2,2166
CAGIVA,W12 350   (1997-2003),2000,2,10732
CAGIVA,W16 600   (1997-2003),2000,2,10517
CAGIVA,W8 125   (1997-2003),2000,2,3016
CAGIVA,Canyon 500   (1999-2008),2001,2,8451
CAGIVA,Canyon 600   (1997-2002),2001,2,3093
CAGIVA,Cucciolo 125   (1999-2006),2001,2,4810
CAGIVA,Cucciolo 50   (1999-2006),2001,2,9826
CAGIVA,Elefant 750   (1997-2002),2001,2,10286
CAGIVA,Elefant 900 C   (1997-2002),2001,2,2188
CAGIVA,EVOLUZIONE 125   (2000-2006),2001,2,5963
CAGIVA,Gran Canyon 900   (1999-2002),2001,2,1536
CAGIVA,Mito 125 Evoluzione   (1997-2007),2001,2,3402
CAGIVA,Mito 50   (1999-2003),2001,2,2113
CAGIVA,Navigator 1000   (2000-2009),2001,2,6857
CAGIVA,Planet 125   (1999-2005),2001,2,10392
CAGIVA,Raptor 1000   (2000-2006),2001,2,8233
CAGIVA,Raptor 650   (2001-2009),2001,2,6244
CAGIVA,River 500   (1999-2003),2001,2,9007
CAGIVA,River 600   (1997-2003),2001,2,9723
CAGIVA,Roadster 125   (1997-2003),2001,2,2654
CAGIVA,Vraptor 1000   (2000-2006),2001,2,4713
CAGIVA,Vraptor 650   (2001-2006),2001,2,8773
CAGIVA,W12 350   (1997-2003),2001,2,9364
CAGIVA,W16 600   (1997-2003),2001,2,9990
CAGIVA,W8 125   (1997-2003),2001,2,2070
CAGIVA,Canyon 500   (1999-2008),2002,2,9811
CAGIVA,Canyon 600   (1997-2002),2002,2,10160
CAGIVA,Cucciolo 125   (1999-2006),2002,2,4176
CAGIVA,Cucciolo 50   (1999-2006),2002,2,4940
CAGIVA,Elefant 750   (1997-2002),2002,2,7668
CAGIVA,Elefant 900 C   (1997-2002),2002,2,3605
CAGIVA,EVOLUZIONE 125   (2000-2006),2002,2,4040
CAGIVA,Gran Canyon 900   (1999-2002),2002,2,4278
CAGIVA,Mito 125 Evoluzione   (1997-2007),2002,2,2956
CAGIVA,Mito 50   (1999-2003),2002,2,8915
CAGIVA,Navigator 1000   (2000-2009),2002,2,3823
CAGIVA,Planet 125   (1999-2005),2002,2,4326
CAGIVA,Raptor 1000   (2000-2006),2002,2,5261
CAGIVA,Raptor 650   (2001-2009),2002,2,2513
CAGIVA,River 500   (1999-2003),2002,2,3771
CAGIVA,River 600   (1997-2003),2002,2,8879
CAGIVA,Roadster 125   (1997-2003),2002,2,9151
CAGIVA,Vraptor 1000   (2000-2006),2002,2,10432
CAGIVA,Vraptor 650   (2001-2006),2002,2,9735
CAGIVA,W12 350   (1997-2003),2002,2,4942
CAGIVA,W16 600   (1997-2003),2002,2,9964
CAGIVA,W8 125   (1997-2003),2002,2,7392
CAGIVA,Canyon 500   (1999-2008),2003,2,8168
CAGIVA,Cucciolo 125   (1999-2006),2003,2,6435
CAGIVA,Cucciolo 50   (1999-2006),2003,2,5366
CAGIVA,EVOLUZIONE 125   (2000-2006),2003,2,2198
CAGIVA,Mito 125 Evoluzione   (1997-2007),2003,2,4609
CAGIVA,Mito 50   (1999-2003),2003,2,7147
CAGIVA,Navigator 1000   (2000-2009),2003,2,8960
CAGIVA,Planet 125   (1999-2005),2003,2,8880
CAGIVA,Raptor 1000   (2000-2006),2003,2,9798
CAGIVA,Raptor 650   (2001-2009),2003,2,1553
CAGIVA,River 500   (1999-2003),2003,2,9727
CAGIVA,River 600   (1997-2003),2003,2,5734
CAGIVA,Roadster 125   (1997-2003),2003,2,3155
CAGIVA,Vraptor 1000   (2000-2006),2003,2,5757
CAGIVA,Vraptor 650   (2001-2006),2003,2,3807
CAGIVA,W12 350   (1997-2003),2003,2,6154
CAGIVA,W16 600   (1997-2003),2003,2,10053
CAGIVA,W8 125   (1997-2003),2003,2,4289
CAGIVA,Canyon 500   (1999-2008),2004,2,10254
CAGIVA,Cucciolo 125   (1999-2006),2004,2,5634
CAGIVA,Cucciolo 50   (1999-2006),2004,2,8865
CAGIVA,EVOLUZIONE 125   (2000-2006),2004,2,6704
CAGIVA,Mito 125 Evoluzione   (1997-2007),2004,2,8148
CAGIVA,Navigator 1000   (2000-2009),2004,2,9385
CAGIVA,Planet 125   (1999-2005),2004,2,7680
CAGIVA,Raptor 1000   (2000-2006),2004,2,10629
CAGIVA,Raptor 650   (2001-2009),2004,2,4737
CAGIVA,Vraptor 1000   (2000-2006),2004,2,6583
CAGIVA,Vraptor 650   (2001-2006),2004,2,3474
CAGIVA,Canyon 500   (1999-2008),2005,2,2038
CAGIVA,Cucciolo 125   (1999-2006),2005,2,5968
CAGIVA,Cucciolo 50   (1999-2006),2005,2,5491
CAGIVA,EVOLUZIONE 125   (2000-2006),2005,2,1911
CAGIVA,Mito 125 Evoluzione   (1997-2007),2005,2,9116
CAGIVA,Navigator 1000   (2000-2009),2005,2,4863
CAGIVA,Planet 125   (1999-2005),2005,2,3120
CAGIVA,Raptor 1000   (2000-2006),2005,2,2146
CAGIVA,Raptor 650   (2001-2009),2005,2,5445
CAGIVA,Vraptor 1000   (2000-2006),2005,2,6924
CAGIVA,Vraptor 650   (2001-2006),2005,2,3718
CAGIVA,Canyon 500   (1999-2008),2006,2,5947
CAGIVA,Cucciolo 125   (1999-2006),2006,2,10236
CAGIVA,Cucciolo 50   (1999-2006),2006,2,9023
CAGIVA,EVOLUZIONE 125   (2000-2006),2006,2,7397
CAGIVA,Mito 125 Evoluzione   (1997-2007),2006,2,10014
CAGIVA,Navigator 1000   (2000-2009),2006,2,7704
CAGIVA,Raptor 1000   (2000-2006),2006,2,8235
CAGIVA,Raptor 650   (2001-2009),2006,2,9391
CAGIVA,Vraptor 1000   (2000-2006),2006,2,4655
CAGIVA,Vraptor 650   (2001-2006),2006,2,4072
CAGIVA,Xtra Raptor 1000   (2006-2009),2006,2,9649
CAGIVA,Canyon 500   (1999-2008),2007,2,3210
CAGIVA,Mito 125 Evoluzione   (1997-2007),2007,2,10208
CAGIVA,Navigator 1000   (2000-2009),2007,2,2292
CAGIVA,Raptor 125   (2007-2013),2007,2,10834
CAGIVA,Raptor 650   (2001-2009),2007,2,3850
CAGIVA,Xtra Raptor 1000   (2006-2009),2007,2,6610
CAGIVA,Canyon 500   (1999-2008),2008,2,8731
CAGIVA,Mito 125 BLACK EDITION   (2008-2013),2008,2,5840
CAGIVA,Mito SP 525   (2008-2010),2008,2,5780
CAGIVA,Navigator 1000   (2000-2009),2008,2,6942
CAGIVA,Raptor 125   (2007-2013),2008,2,10566
CAGIVA,Raptor 650   (2001-2009),2008,2,5994
CAGIVA,Xtra Raptor 1000   (2006-2009),2008,2,4647
CAGIVA,Mito 125 BLACK EDITION   (2008-2013),2009,2,8600
CAGIVA,Mito SP 525   (2008-2010),2009,2,8416
CAGIVA,Navigator 1000   (2000-2009),2009,2,6521
CAGIVA,Raptor 125   (2007-2013),2009,2,4514
CAGIVA,Raptor 650   (2001-2009),2009,2,10080
CAGIVA,Xtra Raptor 1000   (2006-2009),2009,2,6710
CAGIVA,Mito 125 BLACK EDITION   (2008-2013),2010,2,6977
CAGIVA,Mito SP 525   (2008-2010),2010,2,4439
CAGIVA,Raptor 125   (2007-2013),2010,2,7288
CAGIVA,Mito 125 BLACK EDITION   (2008-2013),2011,2,10996
CAGIVA,Raptor 125   (2007-2013),2011,2,9926
CAGIVA,Mito 125 BLACK EDITION   (2008-2013),2012,2,8404
CAGIVA,Raptor 125   (2007-2013),2012,2,2868
CAGIVA,Mito 125 BLACK EDITION   (2008-2013),2013,2,4322
CAGIVA,Raptor 125   (2007-2013),2013,2,7354
DAELIM,NS 125   (1987),1987,2,8815
DAELIM,Message 50   (1998-2006),1998,2,8590
DAELIM,NS 125   (1998-2001),1998,2,8733
DAELIM,VS 125   (1998-2001),1998,2,7744
DAELIM,Message 50   (1998-2006),1999,2,9676
DAELIM,NS 125   (1998-2001),1999,2,2235
DAELIM,VS 125   (1998-2001),1999,2,8229
DAELIM,VT 125   (1999-2008),1999,2,1567
DAELIM,Daystar 125   (2000-2006),2000,2,1875
DAELIM,Message 50   (1998-2006),2000,2,3220
DAELIM,NS 125   (1998-2001),2000,2,2805
DAELIM,VS 125   (1998-2001),2000,2,6420
DAELIM,VT 125   (1999-2008),2000,2,7944
DAELIM,Daystar 125   (2000-2006),2001,2,6667
DAELIM,Message 50   (1998-2006),2001,2,4303
DAELIM,NS 125   (1998-2001),2001,2,10992
DAELIM,NS 125 DLX   (2001-2005),2001,2,2873
DAELIM,VS 125   (1998-2001),2001,2,2074
DAELIM,VT 125   (1999-2008),2001,2,8515
DAELIM,Daystar 125   (2000-2006),2002,2,7240
DAELIM,Delfino 100   (2002-2008),2002,2,2339
DAELIM,Message 50   (1998-2006),2002,2,3701
DAELIM,NS 125 DLX   (2001-2005),2002,2,3715
DAELIM,S-Five 50   (2002-2007),2002,2,9310
DAELIM,VS 125   (2002-2013),2002,2,3069
DAELIM,VT 125   (1999-2008),2002,2,10874
DAELIM,Daystar 125   (2000-2006),2003,2,5541
DAELIM,Delfino 100   (2002-2008),2003,2,2580
DAELIM,E-Five 50   (2003-2008),2003,2,3380
DAELIM,History 125   (2003-2008),2003,2,4566
DAELIM,Message 50   (1998-2006),2003,2,3204
DAELIM,NS 125 DLX   (2001-2005),2003,2,9738
DAELIM,S-Five 50   (2002-2007),2003,2,9128
DAELIM,VS 125   (2002-2013),2003,2,1522
DAELIM,VT 125   (1999-2008),2003,2,3298
DAELIM,Cordi 50   (2004-2006),2004,2,4927
DAELIM,Daystar 125   (2000-2006),2004,2,3344
DAELIM,Delfino 100   (2002-2008),2004,2,9356
DAELIM,E-Five 50   (2003-2008),2004,2,6598
DAELIM,History 125   (2003-2008),2004,2,5318
DAELIM,Message 50   (1998-2006),2004,2,5459
DAELIM,NS 125 DLX   (2001-2005),2004,2,4244
DAELIM,Roadwin 125   (2004-2007),2004,2,4911
DAELIM,S2 250   (2004-2009),2004,2,4121
DAELIM,S-Five 50   (2002-2007),2004,2,5380
DAELIM,VS 125   (2002-2013),2004,2,5940
DAELIM,VT 125   (1999-2008),2004,2,5932
DAELIM,Cordi 50   (2004-2006),2005,2,3335
DAELIM,Daystar 125   (2000-2006),2005,2,7297
DAELIM,Delfino 100   (2002-2008),2005,2,10459
DAELIM,E-Five 50   (2003-2008),2005,2,4472
DAELIM,History 125   (2003-2008),2005,2,2603
DAELIM,Message 50   (1998-2006),2005,2,1813
DAELIM,NS 125 DLX   (2001-2005),2005,2,9044
DAELIM,Roadwin 125   (2004-2007),2005,2,2595
DAELIM,S2 125 FI   (2005-2009),2005,2,4643
DAELIM,S2 250   (2004-2009),2005,2,8108
DAELIM,S-Five 50   (2002-2007),2005,2,8780
DAELIM,VS 125   (2002-2013),2005,2,6200
DAELIM,VT 125   (1999-2008),2005,2,5864
DAELIM,Cordi 50   (2004-2006),2006,2,8833
DAELIM,Daystar 125   (2000-2006),2006,2,9096
DAELIM,Delfino 100   (2002-2008),2006,2,9573
DAELIM,E-Five 50   (2003-2008),2006,2,6135
DAELIM,History 125   (2003-2008),2006,2,1542
DAELIM,Message 50   (1998-2006),2006,2,9759
DAELIM,Roadwin 125   (2004-2007),2006,2,9197
DAELIM,S2 125 FI   (2005-2009),2006,2,5251
DAELIM,S2 250   (2004-2009),2006,2,5621
DAELIM,S-Five 50   (2002-2007),2006,2,7964
DAELIM,VS 125   (2002-2013),2006,2,8876
DAELIM,VT 125   (1999-2008),2006,2,9436
DAELIM,A Four 50   (2007-2013),2007,2,2106
DAELIM,Besbi 125   (2007-2015),2007,2,1800
DAELIM,Bonita 50   (2007-2015),2007,2,5454
DAELIM,Cordi 50   (2007-2013),2007,2,3260
DAELIM,Daystar 125 FI   (2007-2016),2007,2,2487
DAELIM,Delfino 100   (2002-2008),2007,2,6754
DAELIM,Delfino 125   (2007-2009),2007,2,5837
DAELIM,E-Five 50   (2003-2008),2007,2,9414
DAELIM,History 125   (2003-2008),2007,2,2652
DAELIM,Roadwin 125   (2004-2007),2007,2,3221
DAELIM,Roadwin 125R Fi   (2007-2011),2007,2,6300
DAELIM,S1 125   (2007-2009),2007,2,7020
DAELIM,S2 125 FI   (2005-2009),2007,2,2151
DAELIM,S2 250   (2004-2009),2007,2,9732
DAELIM,S-Five 50   (2002-2007),2007,2,6486
DAELIM,VS 125   (2002-2013),2007,2,3051
DAELIM,VT 125   (1999-2008),2007,2,4903
DAELIM,A Four 50   (2007-2013),2008,2,2083
DAELIM,Besbi 125   (2007-2015),2008,2,10386
DAELIM,Bonita 50   (2007-2015),2008,2,5239
DAELIM,Cordi 50   (2007-2013),2008,2,2514
DAELIM,Daystar 125 FI   (2007-2016),2008,2,10745
DAELIM,Delfino 100   (2002-2008),2008,2,9746
DAELIM,Delfino 125   (2007-2009),2008,2,2834
DAELIM,E-Five 50   (2003-2008),2008,2,5392
DAELIM,History 125   (2003-2008),2008,2,2827
DAELIM,Roadwin 125   (2008-2014),2008,2,5851
DAELIM,Roadwin 125R Fi   (2007-2011),2008,2,10025
DAELIM,S1 125   (2007-2009),2008,2,2596
DAELIM,S1 125 FI   (2008-2014),2008,2,9340
DAELIM,S2 125 FI   (2005-2009),2008,2,2699
DAELIM,S2 250   (2004-2009),2008,2,1841
DAELIM,S-Five 50   (2008-2013),2008,2,6040
DAELIM,VS 125   (2002-2013),2008,2,2229
DAELIM,VT 125   (1999-2008),2008,2,9642
DAELIM,A Four 50   (2007-2013),2009,2,2705
DAELIM,Besbi 125   (2007-2015),2009,2,4203
DAELIM,Bonita 50   (2007-2015),2009,2,1878
DAELIM,Cordi 50   (2007-2013),2009,2,6673
DAELIM,Daystar 125 FI   (2007-2016),2009,2,9962
DAELIM,Daystar 125 FI Black Plus   (2009-2013),2009,2,5457
DAELIM,Delfino 125   (2007-2009),2009,2,7447
DAELIM,Roadwin 125   (2008-2014),2009,2,6509
DAELIM,Roadwin 125R Fi   (2007-2011),2009,2,2951
DAELIM,S1 125   (2007-2009),2009,2,3446
DAELIM,S1 125 FI   (2008-2014),2009,2,7627
DAELIM,S2 125 FI   (2005-2009),2009,2,7371
DAELIM,S2 250   (2004-2009),2009,2,6728
DAELIM,S-Five 50   (2008-2013),2009,2,7645
DAELIM,VS 125   (2002-2013),2009,2,7751
DAELIM,A Four 50   (2007-2013),2010,2,9977
DAELIM,B-Bone 125   (2010),2010,2,10855
DAELIM,B-Bone 125 FI   (2010-2014),2010,2,4866
DAELIM,Besbi 125   (2007-2015),2010,2,7768
DAELIM,Bonita 50   (2007-2015),2010,2,6740
DAELIM,Cordi 50   (2007-2013),2010,2,9644
DAELIM,Daystar 125 FI   (2007-2016),2010,2,7818
DAELIM,Daystar 125 FI Black Plus   (2009-2013),2010,2,2644
DAELIM,Roadwin 125   (2008-2014),2010,2,7121
DAELIM,Roadwin 125R Fi   (2007-2011),2010,2,9364
DAELIM,Roadwin 250R Fi   (2010-2015),2010,2,5165
DAELIM,S1 125 FI   (2008-2014),2010,2,4257
DAELIM,S2 125 FI   (2010-2011),2010,2,4221
DAELIM,S-Five 50   (2008-2013),2010,2,3033
